Frame Number,Confidence Rate (Original),Confidence Rate with Noise,Confidence Rate with Blur,Variance of Noise is: 100,Window Size is: 5 by 5,video\sivri.mp4,Number of total Frames: 1619.0
0.0,0.9534234,0.69615287,0.62620014
1.0,0.89259666,0.38084212,0.84575355
2.0,0.9508635,0.3766644,0.7715149
3.0,0.9948532,0.6060621,0.8909067
4.0,0.9855198,0.2540956,0.7551217
5.0,0.9890782,0.5294951,0.7076098
6.0,0.9954786,0.6629876,0.7430208
7.0,0.9877273,0.14687645,0.64453036
8.0,0.99719137,0.12732932,0.7837218
9.0,0.99710685,0.7862335,0.80897844
10.0,0.99716187,0.2643709,0.63905394
11.0,0.98251826,0.17201048,0.82074773
12.0,0.9397293,0.039690416,0.8788483
13.0,0.9586363,0.044348188,0.7859754
14.0,0.927523,0.13197829,0.68123066
15.0,0.7979257,0.10916676,0.7394877
16.0,0.9046351,0.3131415,0.74473935
17.0,0.9707484,0.548404,0.8027131
18.0,0.99320227,0.10293708,0.76293856
19.0,0.98689145,0.65699583,0.74629754
20.0,0.97340393,0.48398143,0.69803333
21.0,0.99580574,0.14542447,0.8609142
22.0,0.9923096,0.205721,0.73644125
23.0,0.99598557,0.026194196,0.87098515
24.0,0.9955188,0.27372354,0.71605235
25.0,0.9963607,0.030881362,0.8963405
26.0,0.9888958,0.8733078,0.7330305
27.0,0.9691919,0.1173774,0.84457904
28.0,0.9901889,0.047053847,0.8005629
29.0,0.99470127,0.24354655,0.89873093
30.0,0.9937122,0.58494765,0.84856224
31.0,0.9855423,0.12088725,0.72513753
32.0,0.9913305,0.37859833,0.77953506
33.0,0.98953164,0.15058713,0.6313488
34.0,0.9554822,0.5277871,0.650706
35.0,0.9878991,0.42342842,0.6818044
36.0,0.86860543,0.016080376,0.43712223
37.0,0.7881394,0.012816478,0.543787
38.0,0.80543447,0.011950835,0.46666825
39.0,0.7457466,0.0,0.6768943
40.0,0.84405214,0.39490113,0.7855776
41.0,0.6664943,0.28028318,0.87956655
42.0,0.7947132,0.0,0.71270186
43.0,0.6407705,0.010268937,0.9346485
44.0,0.884927,0.23239,0.82055426
45.0,0.9289854,0.26713225,0.6874733
46.0,0.9774753,0.07487311,0.6953635
47.0,0.9915302,0.107091494,0.66150403
48.0,0.9966318,0.6725953,0.8246738
49.0,0.99686426,0.48630536,0.8414807
50.0,0.99270904,0.33494702,0.7860057
51.0,0.985061,0.91174614,0.7123989
52.0,0.9953608,0.64598125,0.845932
53.0,0.9943719,0.75813895,0.9314396
54.0,0.9701872,0.3288968,0.7573892
55.0,0.9923118,0.70071113,0.7571754
56.0,0.8701104,0.67510885,0.5847116
57.0,0.84944916,0.09744759,0.71410173
58.0,0.9296478,0.11833224,0.6481874
59.0,0.68569654,0.35977033,0.6932839
60.0,0.28259513,0.12841295,0.5645718
61.0,0.64612,0.0,0.33630338
62.0,0.5321254,0.0,0.35899106
63.0,0.6731232,0.013496239,0.4700619
64.0,0.39696518,0.0859912,0.7107402
65.0,0.63070905,0.043079723,0.5448483
66.0,0.37945276,0.18750715,0.45219955
67.0,0.56255484,0.048870455,0.45800346
68.0,0.47897822,0.2901297,0.5820529
69.0,0.09330308,0.38396144,0.46632737
70.0,0.6415141,0.13783075,0.65288293
71.0,0.77537936,0.38257238,0.5888269
72.0,0.17511687,0.15164109,0.59014535
73.0,0.15038903,0.15679835,0.5753029
74.0,0.13061336,0.32642224,0.6463385
75.0,0.12919036,0.50944376,0.68581975
76.0,0.12298249,0.48681223,0.69701296
77.0,0.098895475,0.1695087,0.5745518
78.0,0.06218921,0.19923529,0.6371217
79.0,0.13841958,0.6748174,0.57896453
80.0,0.13541159,0.08103447,0.65551484
81.0,0.06864436,0.074210055,0.61814564
82.0,0.06380941,0.04790773,0.5322057
83.0,0.053047266,0.016044203,0.42945132
84.0,0.049515624,0.08153159,0.5338676
85.0,0.11874103,0.026387595,0.5434408
86.0,0.15118244,0.06634443,0.47909978
87.0,0.16499195,0.11540098,0.5455435
88.0,0.08219871,0.033572458,0.5774661
89.0,0.091535024,0.122555755,0.58199376
90.0,0.13463065,0.16640736,0.56402886
91.0,0.068751745,0.07395002,0.6116243
92.0,0.2276647,0.08010227,0.6602484
93.0,0.309491,0.022325957,0.48084685
94.0,0.17704359,0.06662077,0.58823115
95.0,0.3088266,0.30538255,0.54535216
96.0,0.21616086,0.09097204,0.6302166
97.0,0.24085166,0.044975843,0.5381918
98.0,0.30017573,0.080385506,0.54966426
99.0,0.13932665,0.109961025,0.5842584
100.0,0.30904642,0.022415077,0.39131236
101.0,0.40553114,0.1129361,0.61529154
102.0,0.74897,0.0,0.45505217
103.0,0.90869194,0.2815097,0.667863
104.0,0.88733345,0.26878455,0.63194793
105.0,0.9609972,0.018180192,0.65705144
106.0,0.9488962,0.025880707,0.529666
107.0,0.92576903,0.04106363,0.58647996
108.0,0.93369,0.31448022,0.6622251
109.0,0.53243655,0.046151813,0.5840684
110.0,0.85215455,0.48200086,0.8326766
111.0,0.75086766,0.71742207,0.83360606
112.0,0.58845437,0.065324344,0.73364866
113.0,0.47804874,0.04796149,0.75257355
114.0,0.89798886,0.082347885,0.66165054
115.0,0.9714841,0.11119934,0.7924393
116.0,0.96440303,0.17723188,0.80142534
117.0,0.9502787,0.06170378,0.85022914
118.0,0.9148435,0.49863356,0.75944555
119.0,0.84541047,0.043999,0.64551014
120.0,0.98843914,0.020698609,0.5151463
121.0,0.91445726,0.11596829,0.4887904
122.0,0.9630496,0.33322212,0.5972301
123.0,0.97708523,0.0353081,0.99030787
124.0,0.98240316,0.25322202,0.66911566
125.0,0.8786551,0.12245614,0.86898893
126.0,0.9645962,0.0,0.80963147
127.0,0.93091446,0.026074462,0.83768797
128.0,0.899929,0.05353583,0.75377655
129.0,0.9821247,0.104759954,0.74570763
130.0,0.9456998,0.0189352,0.62744826
131.0,0.96325475,0.021374302,0.54061705
132.0,0.9553944,0.040417068,0.76862156
133.0,0.9876643,0.11580749,0.7596105
134.0,0.9437208,0.30742246,0.71578234
135.0,0.98583174,0.0,0.7066236
136.0,0.9891628,0.042901184,0.6839597
137.0,0.9973852,0.20171481,0.6234164
138.0,0.9978811,0.31043595,0.8403236
139.0,0.99865973,0.17304489,0.65119594
140.0,0.9953685,0.016557889,0.71405065
141.0,0.99498993,0.026597915,0.7520984
142.0,0.9979153,0.03386049,0.7599102
143.0,0.9943299,0.026377235,0.8262824
144.0,0.9973667,0.091520615,0.49106628
145.0,0.9973756,0.098991975,0.6828206
146.0,0.99860436,0.016019674,0.6720607
147.0,0.9982901,0.028138462,0.8018799
148.0,0.9988508,0.10805239,0.8003265
149.0,0.9989427,0.21450828,0.7877353
150.0,0.991956,0.0,0.7950406
151.0,0.9979704,0.05245,0.8079052
152.0,0.9974172,0.039529555,0.64903194
153.0,0.99868685,0.02287945,0.6638494
154.0,0.9958984,0.05278544,0.74132854
155.0,0.994987,0.030466096,0.6063883
156.0,0.9955285,0.2631452,0.61865664
157.0,0.98850226,0.011410848,0.6977083
158.0,0.98056567,0.10930556,0.6955501
159.0,0.9839565,0.0252162,0.5928922
160.0,0.95922107,0.025991347,0.73441404
161.0,0.9818969,0.014172546,0.5776685
162.0,0.9763471,0.028910045,0.48494613
163.0,0.9882903,0.07583158,0.6448834
164.0,0.9542445,0.010152862,0.57279456
165.0,0.9396415,0.111373745,0.53095585
166.0,0.9935675,0.013401376,0.5483918
167.0,0.9905007,0.0,0.4969508
168.0,0.9975803,0.051253077,0.48245892
169.0,0.988502,0.014529324,0.5440599
170.0,0.982444,0.028740862,0.45068282
171.0,0.9385687,0.012468879,0.54425496
172.0,0.99333644,0.013770513,0.41909888
173.0,0.99391395,0.048596438,0.65846
174.0,0.9932647,0.011651797,0.7298631
175.0,0.98548025,0.029282173,0.71033597
176.0,0.9857268,0.0,0.72058165
177.0,0.9819885,0.05259727,0.7320303
178.0,0.9906474,0.034244694,0.8616869
179.0,0.9961086,0.024809157,0.8751131
180.0,0.98109967,0.03338844,0.72785
181.0,0.9858532,0.0,0.70193154
182.0,0.9902768,0.0,0.7084184
183.0,0.98621815,0.06642127,0.6519151
184.0,0.97528094,0.04067583,0.6116721
185.0,0.98050135,0.015049484,0.5189357
186.0,0.99344796,0.0,0.61286336
187.0,0.93531287,0.018834773,0.6619002
188.0,0.9118357,0.0,0.5042013
189.0,0.9092254,0.0,0.51474077
190.0,0.98842734,0.0,0.5450656
191.0,0.987094,0.0,0.35493436
192.0,0.9942959,0.0,0.5490777
193.0,0.9939057,0.0,0.5085863
194.0,0.9936464,0.0,0.6794795
195.0,0.9936035,0.0,0.689523
196.0,0.99658704,0.0,0.67810625
197.0,0.9962804,0.0,0.6252464
198.0,0.9951716,0.0,0.6704765
199.0,0.99809486,0.0,0.653463
200.0,0.99614316,0.0,0.7730418
201.0,0.99864846,0.0,0.40329775
202.0,0.99552155,0.0,0.77759933
203.0,0.9980263,0.0,0.65679085
204.0,0.99729687,0.0,0.78367007
205.0,0.9947285,0.0,0.7595489
206.0,0.99485695,0.0,0.7611381
207.0,0.9967243,0.0,0.75441784
208.0,0.9964275,0.0,0.8786781
209.0,0.99698716,0.0,0.791281
210.0,0.98964334,0.0,0.81376815
211.0,0.9963475,0.0,0.79453486
212.0,0.9895074,0.0,0.79011595
213.0,0.99356854,0.0,0.8092793
214.0,0.9951001,0.0,0.83738816
215.0,0.99434257,0.0,0.7101435
216.0,0.9973556,0.0,0.85469496
217.0,0.99543023,0.0,0.7108036
218.0,0.9949302,0.0,0.75522536
219.0,0.9914512,0.0,0.8168171
220.0,0.994645,0.0,0.83500046
221.0,0.9956476,0.0,0.7806957
222.0,0.99618345,0.0,0.7771236
223.0,0.99219114,0.0,0.8286107
